Start training VAE...
	Epoch 1 complete! 	Average Loss:  135.67269539401607
	Epoch 2 complete! 	Average Loss:  99.70840580655259
Finish!!
         10377872 function calls (10233797 primitive calls) in 39.671 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 constraints.py:61(Constraint)
        1    0.000    0.000    0.000    0.000 constraints.py:89(_Dependent)
        1    0.000    0.000    0.002    0.002 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:145(ModuleList)
        1    0.000    0.000    0.000    0.000 container.py:18(Container)
        1    0.000    0.000    0.000    0.000 container.py:260(ModuleDict)
        1    0.000    0.000    0.000    0.000 container.py:29(Sequential)
        1    0.000    0.000    0.000    0.000 container.py:404(ParameterList)
        1    0.000    0.000    0.000    0.000 container.py:534(ParameterDict)
        1    0.000    0.000    0.004    0.004 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:322(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:329(SpawnContext)
        2    0.000    0.000    0.000    0.000 contextlib.py:114(__enter__)
        2    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       21    0.000    0.000    0.000    0.000 contextlib.py:234(contextmanager)
        2    0.000    0.000    0.000    0.000 contextlib.py:261(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:317(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:319(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:321(__exit__)
        4    0.000    0.000    0.000    0.000 contextlib.py:402(_create_cb_wrapper)
        4    0.000    0.000    0.000    0.000 contextlib.py:404(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 contextlib.py:408(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:452(callback)
        4    0.000    0.000    0.000    0.000 contextlib.py:470(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 contextlib.py:486(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        2    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:11(ContinuousBernoulli)
        2    0.000    0.000    0.000    0.000 conv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:10(_ConvNd)
        1    0.000    0.000    0.000    0.000 conv.py:1090(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 conv.py:1103(_LazyConvXdMixin)
        1    0.000    0.000    0.000    0.000 conv.py:1141(LazyConv1d)
        1    0.000    0.000    0.000    0.000 conv.py:1207(LazyConv2d)
        1    0.000    0.000    0.000    0.000 conv.py:1273(LazyConv3d)
        1    0.000    0.000    0.000    0.000 conv.py:1339(LazyConvTranspose1d)
        1    0.000    0.000    0.000    0.000 conv.py:140(Conv2d)
        1    0.000    0.000    0.000    0.000 conv.py:1404(LazyConvTranspose2d)
        1    0.000    0.000    0.000    0.000 conv.py:1469(LazyConvTranspose3d)
        1    0.000    0.000    0.000    0.000 conv.py:173(Conv1d)
        1    0.000    0.000    0.000    0.000 conv.py:176(Conv3d)
        2    0.000    0.000    0.015    0.007 conv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:236(Conv1d)
        1    0.000    0.000    0.000    0.000 conv.py:304(Conv2d)
        1    0.000    0.000    0.000    0.000 conv.py:32(_ConvNd)
        1    0.000    0.000    0.000    0.000 conv.py:342(Conv2d)
        1    0.000    0.000    0.000    0.000 conv.py:43(_ConvNd)
        1    0.000    0.000    0.000    0.000 conv.py:439(Conv3d)
        1    0.000    0.000    0.000    0.000 conv.py:448(Conv3d)
        1    0.000    0.000    0.000    0.000 conv.py:539(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 conv.py:593(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 conv.py:594(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 conv.py:6(Conv2d)
        1    0.000    0.000    0.000    0.000 conv.py:650(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 conv.py:679(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 conv.py:762(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 conv.py:77(Conv3d)
        1    0.000    0.000    0.000    0.000 conv.py:777(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 conv.py:928(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 conv.py:97(Conv1d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv_fused.py:22(_ConvBnNd)
        1    0.000    0.000    0.000    0.000 conv_fused.py:257(ConvBn1d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:301(ConvBnReLU1d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:350(ConvBn2d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:394(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:443(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:480(ConvBn3d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:548(ConvBnReLU3d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:614(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 conv_relu.py:100(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 conv_relu.py:12(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 conv_relu.py:2(<module>)
        1    0.000    0.000    0.000    0.000 conv_relu.py:56(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
      471    0.001    0.000    0.002    0.000 copy.py:258(_reconstruct)
      471    0.001    0.000    0.004    0.000 copy.py:66(copy)
       17    0.000    0.000    0.000    0.000 copyreg.py:103(_slotnames)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
      471    0.000    0.000    0.000    0.000 copyreg.py:94(__newobj__)
        1    0.000    0.000    0.003    0.003 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
       14    0.000    0.000    0.002    0.000 core.py:116(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
       44    0.000    0.000    0.001    0.000 core.py:132(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 core.py:149(MAError)
        1    0.000    0.000    0.000    0.000 core.py:157(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2381(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2387(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2553(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2598(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2706(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2817(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2948(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2974(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3123(view)
        4    0.000    0.000    0.000    0.000 core.py:3405(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6624(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6739(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6750(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6755(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8085(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:8098(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8103(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:825(__init__)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:85(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 core.py:872(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
        1    0.000    0.000    0.000    0.000 core.py:898(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
       24    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:174(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:195(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:354(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:365(<dictcomp>)
        1    0.000    0.000    0.002    0.002 data_parallel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data_parallel.py:40(DataParallel)
        4    0.000    0.000    0.002    0.001 dataclasses.py:1012(wrap)
        6    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:322(field)
       10    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
        7    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
       18    0.000    0.000    0.002    0.000 dataclasses.py:377(_create_fn)
       55    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
        6    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
        6    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        4    0.000    0.000    0.001    0.000 dataclasses.py:489(_init_fn)
        4    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:539(_repr_fn)
        4    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:550(_frozen_get_del_attr)
        2    0.000    0.000    0.000    0.000 dataclasses.py:554(<genexpr>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:575(_cmp_fn)
        2    0.000    0.000    0.000    0.000 dataclasses.py:589(_hash_fn)
        6    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
        6    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
        6    0.000    0.000    0.000    0.000 dataclasses.py:671(_get_field)
       16    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 dataclasses.py:767(_hash_set_none)
        2    0.000    0.000    0.000    0.000 dataclasses.py:770(_hash_add)
        2    0.000    0.000    0.000    0.000 dataclasses.py:771(<listcomp>)
        4    0.000    0.000    0.002    0.001 dataclasses.py:809(_process_class)
        4    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
        4    0.000    0.000    0.001    0.000 dataclasses.py:998(dataclass)
        1    0.000    0.000    0.001    0.001 dataframes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframes.py:119(CaptureF)
        1    0.000    0.000    0.000    0.000 dataframes.py:12(DataFrameTracedOps)
        1    0.000    0.000    0.000    0.000 dataframes.py:127(CaptureCall)
        1    0.000    0.000    0.000    0.000 dataframes.py:135(CaptureVariableAssign)
        1    0.000    0.000    0.000    0.000 dataframes.py:143(CaptureVariable)
        1    0.000    0.000    0.000    0.000 dataframes.py:169(CaptureInitial)
